Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2019,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST,404,None,T,2025-03-25T00:00:00,2022,7430796.993
2022,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST,404,None,T,2025-03-25T00:00:00,2022,6625897.23
2019,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST,404,FWS_HHS,T,2025-03-25T00:00:00,2022,5217366.844
2022,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST,404,FWS_HHS,T,2025-03-25T00:00:00,2022,4351167.687
2019,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST,404,FWS_OOHC,T,2025-03-25T00:00:00,2022,1637019.642
2022,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST,404,FWS_OOHC,T,2025-03-25T00:00:00,2022,1682355.751
2019,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST,404,FWS_RTL,T,2025-03-25T00:00:00,2022,576410.5081
2022,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST,404,FWS_RTL,T,2025-03-25T00:00:00,2022,592373.7922
2019,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST_PC,404,None,KG,2025-03-25T00:00:00,2022,145.84074
2022,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST_PC,404,None,KG,2025-03-25T00:00:00,2022,122.63937
2019,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST_PC,404,FWS_HHS,KG,2025-03-25T00:00:00,2022,102.39879
2022,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST_PC,404,FWS_HHS,KG,2025-03-25T00:00:00,2022,80.53618
2019,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST_PC,404,FWS_OOHC,KG,2025-03-25T00:00:00,2022,32.12901
2022,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST_PC,404,FWS_OOHC,KG,2025-03-25T00:00:00,2022,31.13889
2019,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST_PC,404,FWS_RTL,KG,2025-03-25T00:00:00,2022,11.31294
2022,A,0,Medium Confidence,Food Waste Index Report 2024,AG_FOOD_WST_PC,404,FWS_RTL,KG,2025-03-25T00:00:00,2022,10.9643
