Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2001,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,15.48
2002,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,14.37
2003,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,14.34
2004,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,13.85
2005,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,13.47
2006,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,13.23
2007,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,13.28
2008,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,14.31
2009,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,16.25
2010,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,17.57
2011,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,18.89
2012,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,18.71
2013,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,18.62
2014,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,18.35
2015,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,19.47
2016,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,20.03
2017,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,20.89
2018,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,20.31
2019,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,20.86
2020,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,22.7
2021,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,21.48
2022,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,21.17
2023,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,404,PT,2025-03-21T00:00:00,2023,21.3
2001,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.31
2002,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.35
2003,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.32
2004,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.3
2005,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.29
2006,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.21
2007,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.26
2008,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.22
2009,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.24
2010,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.22
2011,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.27
2012,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.19
2013,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.18
2014,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.15
2015,E,0,consolidated General Government,FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values.,AG_PRD_ORTIND,404,IX,2025-03-21T00:00:00,2023,0.09
