Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,45.3600235
2001,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,46.23004913
2002,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,47.09798431
2003,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,47.96372223
2004,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,48.82714844
2005,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,49.68723297
2006,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,50.54483032
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,51.39982605
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,52.25211716
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,53.10072708
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,53.94644165
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,54.79127884
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,55.63460922
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,56.47706223
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,57.31760025
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,58.15642548
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,58.99333191
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,59.82810211
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,60.66090393
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SP_ACS_BSRVH2O,404,None,PT,2025-09-16T00:00:00,2024,61.49076462
