Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.11028
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.09459
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.06493
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.05427
2003,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.13032
2008,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.04034
2009,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.13245
2014,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.12629
2019,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.11591
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.11833
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.12327
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.0717
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.05918
2003,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.85594
2008,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.7169
2009,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.93425
2014,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.73418
2019,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,1.03037
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,1.00347
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,1.03752
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.982
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.99593
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.19168
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.92054
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.08396
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.12832
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.04563
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.96381
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.04938
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.00666
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.17107
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.24081
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.34813
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q1,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.7997
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.09077
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.14111
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.07689
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.03673
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.14496
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.94806
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.13925
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.0819
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.3701
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.59368
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.69065
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q2,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.88704
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.12277
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.13571
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.08376
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.03268
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.19253
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.10933
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.15223
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.05427
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.72375
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.76854
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.78473
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.08463
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.12782
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.04856
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.01721
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.03162
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.03538
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.12315
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.08446
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.01031
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.97176
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.8626
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.91296
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.97275
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.84857
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.15269
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.01942
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.00229
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.06807
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.99983
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.047
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.06444
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.42726
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.80796
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.88547
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,R,Q5,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.01787
2003,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.9994
2008,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.06631
2009,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.06958
2014,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.02618
2019,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.03548
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.04228
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.07541
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.03267
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,1.01709
2003,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.10156
2008,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.0227
2009,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.07461
2014,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.06103
2019,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.05028
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.05706
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.04137
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.04336
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,1.04132
2003,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.825
2008,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.94246
2009,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.93481
2014,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.92029
2019,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.94815
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,1.01033
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.94901
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,1.04414
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.93809
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.93063
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.99625
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.99252
