Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.95689
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q1,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.95492
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q1,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.34845
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.06421
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.95974
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.25421
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.08225
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q2,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.53519
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q2,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.66245
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.01964
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.97947
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.03345
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.08725
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.93734
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.95935
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.85139
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.06033
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.03878
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.00173
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.93713
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.09487
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.09236
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.00396
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.21682
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.74955
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.93823
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.95185
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.0542
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.07599
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.00104
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.03743
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.07431
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.9988
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.97442
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.01436
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.82658
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.9746
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.84953
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_AGP_CPRA,404,None,None,U,Q5,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.89689
2000,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.71903
2003,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.73591
2008,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.88265
2009,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.69619
2014,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.88234
2019,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.88386
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.84562
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.87033
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.91246
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_1,None,RO,2025-12-04T00:00:00,2024,0.94316
2000,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.52225
2003,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.51592
2008,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.75315
2009,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.59267
2014,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.78252
2019,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.82306
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.81439
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.81411
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.874
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_2,None,RO,2025-12-04T00:00:00,2024,0.91511
2000,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.48735
2003,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.45322
2008,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.43208
2009,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.40647
2014,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.52137
2019,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.61875
2020,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.58893
2021,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.62421
2022,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.609
2024,A,0,,Kenya Housing Survey 2023/24. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,None,ISCED11_3,None,RO,2025-12-04T00:00:00,2024,0.67361
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.05481
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.79615
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q1,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.12165
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.62508
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.7963
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q1,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.1183
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q1,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.09231
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q1,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.69524
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.74066
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.1473
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.92367
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.08745
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.50539
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.88123
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.10626
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.83384
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q2,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.02235
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.1646
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.99166
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,0.97017
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.10561
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.95721
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.19919
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.02106
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.07027
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.61185
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.06225
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q3,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.18054
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.13312
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.07791
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.03633
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.03363
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.99071
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.13268
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,1.01146
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_2,None,RO,2025-12-04T00:00:00,2022,0.9942
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.38303
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.43857
2014,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,0.96544
2022,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q4,ISCED11_3,None,RO,2025-12-04T00:00:00,2022,1.024
2003,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.00128
2008,A,0,,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 31 October 2025.,SE_ALP_CPLR,404,None,None,None,Q5,ISCED11_1,None,RO,2025-12-04T00:00:00,2022,1.00199
