Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2017,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD,404,PT,2025-03-21T00:00:00,2023,53
2020,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD,404,PT,2025-03-21T00:00:00,2023,59
2023,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD,404,PT,2025-03-21T00:00:00,2023,62
2017,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_EE,404,PT,2024-05-08T00:00:00,2023,63
2020,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_EE,404,PT,2024-05-08T00:00:00,2023,73
2023,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_EE,404,PT,2024-05-08T00:00:00,2023,74
2017,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_FI,404,PT,2024-05-08T00:00:00,2023,40
2020,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_FI,404,PT,2024-05-08T00:00:00,2023,40
2023,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_FI,404,PT,2024-05-08T00:00:00,2023,43
2017,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_IP,404,PT,2024-05-08T00:00:00,2023,59
2020,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_IP,404,PT,2024-05-08T00:00:00,2023,72
2023,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_IP,404,PT,2024-05-08T00:00:00,2023,74
2017,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_MI,404,PT,2024-05-08T00:00:00,2023,48
2020,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_MI,404,PT,2024-05-08T00:00:00,2023,49
2023,A,0,"Ministry of Water, Sanitation and Irrigation",ER_H2O_IWRMD_MI,404,PT,2024-05-08T00:00:00,2023,56
