Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,CUST_BREAKDOWN_LB,Value
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C706,None,T,2024-05-16T00:00:00,2010-2022,Somalia,323.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C706,None,T,2024-05-16T00:00:00,2010-2022,Somalia,305.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C706,None,T,2024-05-16T00:00:00,2010-2022,Somalia,441.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C706,None,T,2024-05-16T00:00:00,2010-2022,Somalia,406.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C706,None,T,2024-05-16T00:00:00,2010-2022,Somalia,531.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C706,None,T,2024-05-16T00:00:00,2010-2022,Somalia,653.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C710,None,T,2024-05-16T00:00:00,2010-2022,South Africa,7.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C710,None,T,2024-05-16T00:00:00,2010-2022,South Africa,6.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C710,None,T,2024-05-16T00:00:00,2010-2022,South Africa,12.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C710,None,T,2024-05-16T00:00:00,2010-2022,South Africa,12.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C710,None,T,2024-05-16T00:00:00,2010-2022,South Africa,13.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C710,None,T,2024-05-16T00:00:00,2010-2022,South Africa,7.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C729,None,T,2024-05-16T00:00:00,2010-2022,Sudan,11.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C729,None,T,2024-05-16T00:00:00,2010-2022,Sudan,36.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C729,None,T,2024-05-16T00:00:00,2010-2022,Sudan,33.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C729,None,T,2024-05-16T00:00:00,2010-2022,Sudan,28.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C729,None,T,2024-05-16T00:00:00,2010-2022,Sudan,27.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C729,None,T,2024-05-16T00:00:00,2010-2022,Sudan,22.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C764,None,T,2024-05-16T00:00:00,2010-2022,Thailand,103.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C764,None,T,2024-05-16T00:00:00,2010-2022,Thailand,138.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C764,None,T,2024-05-16T00:00:00,2010-2022,Thailand,130.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C764,None,T,2024-05-16T00:00:00,2010-2022,Thailand,135.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C764,None,T,2024-05-16T00:00:00,2010-2022,Thailand,142.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C764,None,T,2024-05-16T00:00:00,2010-2022,Thailand,120.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C834,None,T,2024-05-16T00:00:00,2010-2022,United Republic of Tanzania,129.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C834,None,T,2024-05-16T00:00:00,2010-2022,United Republic of Tanzania,112.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C834,None,T,2024-05-16T00:00:00,2010-2022,United Republic of Tanzania,129.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C834,None,T,2024-05-16T00:00:00,2010-2022,United Republic of Tanzania,337.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C834,None,T,2024-05-16T00:00:00,2010-2022,United Republic of Tanzania,208.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C834,None,T,2024-05-16T00:00:00,2010-2022,United Republic of Tanzania,299.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C887,None,T,2024-05-16T00:00:00,2010-2022,Yemen,629.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C887,None,T,2024-05-16T00:00:00,2010-2022,Yemen,604.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C887,None,T,2024-05-16T00:00:00,2010-2022,Yemen,666.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C887,None,T,2024-05-16T00:00:00,2010-2022,Yemen,637.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C887,None,T,2024-05-16T00:00:00,2010-2022,Yemen,641.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_BV,404,C887,None,T,2024-05-16T00:00:00,2010-2022,Yemen,592.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_EXP,404,None,None,T,2024-05-16T00:00:00,2010-2022,,13993.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_EXP,404,None,None,T,2024-05-16T00:00:00,2010-2022,,14637.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_EXP,404,None,None,T,2024-05-16T00:00:00,2010-2022,,15163.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_EXP,404,None,None,T,2024-05-16T00:00:00,2010-2022,,15588.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_EXP,404,None,None,T,2024-05-16T00:00:00,2010-2022,,15942.0
2022,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_EXP,404,None,None,T,2024-05-16T00:00:00,2010-2022,,16233.0
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OP,404,None,None,PT,2024-05-16T00:00:00,2010-2021,,48.07404
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OP,404,None,None,PT,2024-05-16T00:00:00,2010-2021,,47.60538
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OP,404,None,None,PT,2024-05-16T00:00:00,2010-2021,,47.63569
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OP,404,None,None,PT,2024-05-16T00:00:00,2010-2021,,52.50834
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OP,404,None,None,PT,2024-05-16T00:00:00,2010-2021,,49.47936
2017,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OV,404,None,None,T,2024-05-16T00:00:00,2010-2021,,6727.0
2018,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OV,404,None,None,T,2024-05-16T00:00:00,2010-2021,,6968.0
2019,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OV,404,None,None,T,2024-05-16T00:00:00,2010-2021,,7223.0
2020,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OV,404,None,None,T,2024-05-16T00:00:00,2010-2021,,8185.0
2021,A,0,"Global Model for Monitoring Marine Litter, Center for Ocean-Atmospheric Prediction Studies (COAPS)",EN_MAR_BEALIT_OV,404,None,None,T,2024-05-16T00:00:00,2010-2021,,7888.0
2019,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_BEALIT_PUSA,404,None,None,NUM_ITEMS_PER_100M2,2025-05-13T00:00:00,2023,,4.0
2020,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_BEALIT_PUSA,404,None,None,NUM_ITEMS_PER_100M2,2025-05-13T00:00:00,2023,,123.0
2021,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_BEALIT_PUSA,404,None,None,NUM_ITEMS_PER_100M2,2025-05-13T00:00:00,2023,,263.0
2022,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_BEALIT_PUSA,404,None,None,NUM_ITEMS_PER_100M2,2025-05-13T00:00:00,2023,,693.0
2023,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_BEALIT_PUSA,404,None,None,NUM_ITEMS_PER_100M2,2025-05-13T00:00:00,2023,,594.0
2018,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_E,PT,2024-06-12T00:00:00,2022,,2.03342
2019,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_E,PT,2024-06-12T00:00:00,2022,,1.33598
2020,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_E,PT,2024-06-12T00:00:00,2022,,0.20718
2021,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_E,PT,2024-06-12T00:00:00,2022,,0.79945
2022,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_E,PT,2024-06-12T00:00:00,2022,,3.71845
2018,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_H,PT,2024-06-12T00:00:00,2022,,14.68535
2019,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_H,PT,2024-06-12T00:00:00,2022,,13.1095
2020,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_H,PT,2024-06-12T00:00:00,2022,,4.98926
2021,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_H,PT,2024-06-12T00:00:00,2022,,9.61819
2022,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_H,PT,2024-06-12T00:00:00,2022,,8.11581
2018,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_M,PT,2024-06-12T00:00:00,2022,,6.07303
2019,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_M,PT,2024-06-12T00:00:00,2022,,9.46819
2020,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_M,PT,2024-06-12T00:00:00,2022,,9.32118
2021,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_M,PT,2024-06-12T00:00:00,2022,,8.53955
2022,D,0,World Environment Situation Room,EN_MAR_CHLANM,404,None,FCC_M,PT,2024-06-12T00:00:00,2022,,6.46192
2005,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.62618
2006,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.5175
2007,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,2.30735
2008,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,2.95489
2009,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.75128
2010,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.17649
2011,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.15527
2012,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,1.00665
2013,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,2.90505
2014,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,2.63801
2015,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,1.42641
2016,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,2.8197
2017,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,5.18214
2018,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.92357
2019,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.14538
2020,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.10593
2021,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.13527
2022,A,0,World Environment Situation Room,EN_MAR_CHLDEV,404,None,None,PT,2024-06-12T00:00:00,2022,,0.52009
2019,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_PLASDD,404,None,None,NUMBER,2024-05-08T00:00:00,2022,,353954.85894
2020,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_PLASDD,404,None,None,NUMBER,2024-05-08T00:00:00,2022,,269890.73738
2021,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_PLASDD,404,None,None,NUMBER,2024-05-08T00:00:00,2022,,5975811.07039
2022,A,0,Kenya Marine and Fisheries Research Institute,EN_MAR_PLASDD,404,None,None,NUMBER,2024-05-08T00:00:00,2022,,1381332.6818
