Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,4.7
2001,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,4.3
2002,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,3.9
2003,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,3.6
2004,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,3.3
2005,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,3.0
2006,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,2.7
2007,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,2.4
2008,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,2.1
2009,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,1.9
2010,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,1.8
2011,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,1.5
2012,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,1.4
2013,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,1.3
2014,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,1.1
2015,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.87
2016,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.73
2017,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.65
2018,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.54
2019,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.51
2020,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.48
2021,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.47
2022,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.44
2023,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.37
2024,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,None,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,0.37
2000,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,Y_GE50,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,1.9
2001,E,0,UNAIDS 2025 HIV ESTIMATES,SH_HIV_INCD,404,None,Y_GE50,PER_1000_UNINFECTED_POP,2025-09-16T00:00:00,2024,1.7
