Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2018,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2019,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2020,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2021,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2022,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2023,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2000,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.57471
2005,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.5618
2010,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54945
2015,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54348
2016,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54348
2017,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54348
2018,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54348
2019,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.5435
2020,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54054
2021,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54054
2022,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.53763
2023,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.53763
2000,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5618
2005,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.55249
2010,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.54945
2015,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.53191
2016,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.53191
2017,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5291
2018,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5291
2019,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5291
2020,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5291
2021,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.52632
2022,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.52632
2023,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.52632
2000,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5291
2005,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.52356
2010,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.52083
2015,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2016,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2017,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2018,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2019,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2020,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2021,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2022,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2023,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2021,A,0,Report of the Security Council for 2022 (A/77/2),SG_INT_MBRDEV,404,IO_UNSC,PT,2024-05-07T00:00:00,2022,6.66667
2022,A,0,Report of the Security Council for 2022 (A/77/2),SG_INT_MBRDEV,404,IO_UNSC,PT,2024-05-07T00:00:00,2022,6.66667
2000,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.71429
2005,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.67114
2010,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.65359
2015,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.625
2016,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.61728
2017,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2018,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2019,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2020,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2021,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2022,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2023,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2000,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.539
2005,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.463
2010,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.434
2014,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.43
2015,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.44
2016,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.4381
2017,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.4381
2018,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.446
2019,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.43413
2020,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,2.08061
2021,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.39035
2022,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,404,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.35853
2005,A,0,Report of the Economic and Social Council on its 2021 Session (A/76/3/),SG_INT_VRTDEV,404,IO_ECOSOC,PT,2024-05-07T00:00:00,2021,1.85185
2019,A,0,Report of the Economic and Social Council on its 2021 Session (A/76/3/),SG_INT_VRTDEV,404,IO_ECOSOC,PT,2024-05-07T00:00:00,2021,1.85185
2020,A,0,Report of the Economic and Social Council on its 2021 Session (A/76/3/),SG_INT_VRTDEV,404,IO_ECOSOC,PT,2024-05-07T00:00:00,2021,1.85185
2021,A,0,Report of the Economic and Social Council on its 2021 Session (A/76/3/),SG_INT_VRTDEV,404,IO_ECOSOC,PT,2024-05-07T00:00:00,2021,1.85185
2000,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1684
2005,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1675
2010,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1672
2015,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1517
2016,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.15
2017,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1442
2018,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1718
2019,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1692
2020,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.16525
2021,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.16031
2022,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.15681
2023,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,404,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1525
2000,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.1787
2005,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.1782
2010,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.1777
2015,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.17891
2016,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.17891
2017,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.17891
2018,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.1789
2019,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.1775
2020,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.17871
2021,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.16921
2022,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.16364
2023,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,404,IO_IFC,PT,2024-05-07T00:00:00,2023,0.15863
2000,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1385
2005,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1363
2010,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1338
2015,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.137
2016,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.138
2017,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.137
2018,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.137
2019,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.13699
2020,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.13694
2021,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.13665
2022,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.13771
2023,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,404,IO_IMF,PT,2024-05-07T00:00:00,2023,0.138
2000,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5291
2005,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5236
2010,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5208
2015,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2016,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2017,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2018,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2019,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2020,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2021,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2022,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2023,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,404,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2021,A,0,Report of the Security Council for 2022 (A/77/2),SG_INT_VRTDEV,404,IO_UNSC,PT,2024-05-07T00:00:00,2022,6.66667
2022,A,0,Report of the Security Council for 2022 (A/77/2),SG_INT_VRTDEV,404,IO_UNSC,PT,2024-05-07T00:00:00,2022,6.66667
2000,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.7143
2005,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6711
2010,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6536
2015,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.625
2016,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6173
2017,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2018,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2019,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2020,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2021,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2022,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2023,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,404,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
