Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,DISABILITY_STATUS,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2005,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE15,None,PT,2025-03-15T00:00:00,2021,9.96
2009,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE15,None,PT,2025-03-15T00:00:00,2021,9.6
2016,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE15,None,PT,2025-03-15T00:00:00,2021,2.76
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE15,None,PT,2025-03-15T00:00:00,2021,5.01
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE15,None,PT,2025-03-15T00:00:00,2021,5.69
2005,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE25,None,PT,2025-03-15T00:00:00,2021,6.87
2016,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE25,None,PT,2025-03-15T00:00:00,2021,1.56
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE25,None,PT,2025-03-15T00:00:00,2021,3.35
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y_GE25,None,PT,2025-03-15T00:00:00,2021,4.31
2005,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y15T24,None,PT,2025-03-15T00:00:00,2021,19.65
2016,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y15T24,None,PT,2025-03-15T00:00:00,2021,7.36
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y15T24,None,PT,2025-03-15T00:00:00,2021,12.85
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,None,Y15T24,None,PT,2025-03-15T00:00:00,2021,12.43
2005,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,F,Y_GE15,None,PT,2025-03-15T00:00:00,2021,10.13
2009,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,F,Y_GE15,None,PT,2025-03-15T00:00:00,2021,9.4
2016,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,SL_TLF_UEM,404,F,Y_GE15,None,PT,2025-03-15T00:00:00,2021,2.94
