Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,4.23364976375547
2001,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,0.392071439730166
2002,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,0.434625977212833
2003,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,0.441780787060586
2004,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.33490812923558
2005,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.26808312406334
2006,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.2088981923497
2007,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.01891210593496
2008,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,1.85907364130394
2009,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,1.49115081057576
2010,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,1.51029178105058
2011,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,1.99308663050858
2012,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.14732659744178
2013,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.1148804409277
2014,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.11002334799742
2015,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.23796042279418
2016,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.33193318571891
2017,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.39195095634137
2018,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.95041012979609
2019,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,2.82749196207078
2020,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,3.08763090265523
2021,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,3.43661248510652
2022,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,3.54717907214312
2023,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,404,PT,2025-03-19T00:00:00,2023,3.91305703507243
