Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2016,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,24.3
2017,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,23.1
2018,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,22.0
2019,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,20.9
2020,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,20.0
2021,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,19.2
2022,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,18.7
2023,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,18.2
2024,A,0,20,16,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,None,Y0T4,PT,2025-03-27T00:00:00,2024,17.9
2000,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,35.8
2001,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,35.8
2002,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,35.8
2003,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,35.5
2004,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,35.2
2005,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,34.7
2006,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,34.1
2007,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,33.2
2008,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,32.1
2009,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,30.8
2010,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,29.4
2011,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,27.9
2012,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,26.5
2013,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,25.3
2014,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,24.1
2015,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,23.1
2016,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,22.0
2017,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,21.0
2018,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,19.9
2019,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,18.9
2020,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,18.0
2021,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,17.3
2022,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,16.8
2023,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,16.4
2024,A,0,18,14.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,F,Y0T4,PT,2025-03-27T00:00:00,2024,16.1
2000,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,41.4
2001,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,41.3
2002,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,41.2
2003,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,40.9
2004,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,40.5
2005,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,40.0
2006,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,39.3
2007,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,38.4
2008,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,37.3
2009,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,36.0
2010,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,34.5
2011,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,33.0
2012,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,31.6
2013,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,30.2
2014,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,29.0
2015,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,27.8
2016,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,26.6
2017,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,25.5
2018,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,24.3
2019,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,23.1
2020,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,22.1
2021,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,21.3
2022,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,20.8
2023,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,20.3
2024,A,0,22.2,17.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,404,M,Y0T4,PT,2025-03-27T00:00:00,2024,19.9
2000,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2048.5
2001,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2109.2
2002,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2170.5
2003,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2220.4
2004,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2260.8
2005,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2294.3
2006,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2313.6
2007,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2314.5
2008,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2299.7
2009,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2268.6
2010,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2215.5
2011,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2142.8
2012,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,2056.9
2013,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1964.8
2014,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1871.1
2015,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1778.4
2016,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1690.3
2017,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1607.1
2018,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1527.1
2019,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1451.0
2020,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1385.5
2021,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1334.5
2022,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1305.8
2023,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1284.1
2024,A,3,1424.4,1135.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1273.3
2000,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,947.6
2001,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,976.3
2002,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1005.1
2003,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1028.1
2004,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1046.4
2005,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1061.3
2006,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1069.1
2007,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1067.8
2008,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1058.3
2009,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1040.7
2010,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,1012.5
2011,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,975.3
2012,A,3,637.7,502.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,404,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,932.6
