Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2001,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,31.8
2002,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,33.3
2003,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,34.5
2004,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,31.6
2005,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,28.0
2006,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,25.8
2007,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,26.8
2008,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,26.7
2009,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,24.3
2010,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,21.7
2011,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,19.9
2012,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,19.1
2013,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,18.9
2014,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,19.0
2015,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,20.8
2016,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,22.2
2017,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,23.6
2018,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,22.9
2019,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,23.7
2020,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,26.3
2021,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,31.6
2022,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,35.3
2023,O,0,NaN = A figure was not provided,NA,SN_ITK_DEFC,404,PT,2025-08-08T00:00:00,2023-2025,36.8
2001,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,10.1
2002,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,10.9
2003,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,11.6
2004,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,11.0
2005,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,10.0
2006,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,9.5
2007,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,10.2
2008,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,10.5
2009,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,9.8
2010,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,9.0
2011,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,8.5
2012,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,8.4
2013,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,8.5
2014,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,8.7
2015,O,6,NaN = A figure was not provided,NA,SN_ITK_DEFCN,404,NUMBER,2025-08-08T00:00:00,2023-2025,9.8
