Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2014,O,0,NaN = A figure was not provided,NA,SP_GNP_WNOWNS,404,None,PT,2025-03-21T00:00:00,2023,31.79
2022,O,0,NaN = A figure was not provided,NA,SP_GNP_WNOWNS,404,None,PT,2025-03-21T00:00:00,2023,54.46
2014,O,0,NaN = A figure was not provided,NA,SP_LGL_LNDAGSEC,404,None,PT,2025-03-21T00:00:00,2023,57.01
2022,O,0,NaN = A figure was not provided,NA,SP_LGL_LNDAGSEC,404,None,PT,2025-03-21T00:00:00,2023,46.84
2014,O,0,NaN = A figure was not provided,NA,SP_LGL_LNDAGSEC,404,F,PT,2025-03-21T00:00:00,2023,56.64
2022,O,0,NaN = A figure was not provided,NA,SP_LGL_LNDAGSEC,404,F,PT,2025-03-21T00:00:00,2023,45.32
2014,O,0,NaN = A figure was not provided,NA,SP_LGL_LNDAGSEC,404,M,PT,2025-03-21T00:00:00,2023,57.19
2022,O,0,NaN = A figure was not provided,NA,SP_LGL_LNDAGSEC,404,M,PT,2025-03-21T00:00:00,2023,48.79
