Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2003,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,47.5
2008,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,55.9
2014,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,70.7
2015,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,73.4
2016,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,75.2
2017,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,76.0
2018,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,77.3
2019,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,75.1
2020,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,77.1
2021,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,75.6
2022,A,0,Kenya 2022 Demographic and Health Survey,SH_FPL_MTMM,404,F,Y15T49,PT,2025-03-12T00:00:00,2022,79.3
