Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,216.947957
2001,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,120.935828
2002,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,51.289213
2003,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,93.212828
2004,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,114.714345
2005,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,110.195934
2006,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,151.632927
2007,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,180.644572
2008,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,174.009927
2009,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,158.964446
2010,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,245.173756
2011,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,265.5381
2012,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,294.679698
2013,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,361.487722
2014,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,350.465156
2015,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,460.094513
2016,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,510.444436
2017,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,394.016523
2018,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,432.29704
2019,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,557.860819
2020,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,653.899124
2021,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,947.830636
2022,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,715.971867
2023,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,404,CON_USD,2025-05-19T00:00:00,2023,809.220622
