Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2000,A,0,13.6,7.7,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,None,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,19.5
2005,A,0,13.6,7.7,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,None,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,16.9
2010,A,0,13.6,7.7,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,None,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,14.7
2015,A,0,13.6,7.7,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,None,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,12.8
2020,A,0,13.6,7.7,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,None,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,11.3
2022,A,0,13.6,7.7,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,None,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,10.7
2000,A,0,3.5,1.9,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,F,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,6.1
2005,A,0,3.5,1.9,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,F,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,5.0
2010,A,0,3.5,1.9,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,F,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,4.2
2015,A,0,3.5,1.9,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,F,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,3.5
2020,A,0,3.5,1.9,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,F,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,2.9
2022,A,0,3.5,1.9,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,F,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,2.7
2000,A,0,23.7,13.6,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,M,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,32.8
2005,A,0,23.7,13.6,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,M,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,28.7
2010,A,0,23.7,13.6,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,M,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,25.3
2015,A,0,23.7,13.6,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,M,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,22.2
2020,A,0,23.7,13.6,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,M,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,19.7
2022,A,0,23.7,13.6,World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control,SH_PRV_SMOK,404,M,Y_GE15,PT,2024-03-26T00:00:00,2022,The most recent survey was conducted in 2015. This is a projection.,18.7
