Indicator,Disaggregation combinations using this value
#10-3-1,3
#11-2-1,8
#11-5-3,4
#11-6-1,2
#11-7-1,14
#14-3-1,2
#15-1-1,3
#15-2-1,3
#16-2-2,4
#16-b-1,3
#17-17-1,2
#3-3-4,1
#3-d-1,13
#6-6-1,2
#9-b-1,1
