Value,Disaggregation combinations using this value,Number of indicators
AGG_AGR,5,3
AGG_ARMS,5,3
AGG_CLTH,5,3
AGG_IND,5,3
AGG_OIL,3,2
AGG_TXT,5,3
CITES_ANIMALS,2,2
CITES_PLANTS,2,2
CITES_T,2,2
MF1,6,2
MF2,6,2
MF3,6,2
MF4,6,2
MF5,6,2
MF6,6,2
None,11,5
