Indicator,Disaggregation combinations using this value
#1-1-1,9
#1-2-1,1
#1-3-1,8
#10-1-1,2
#10-2-1,1
#10-6-1,2
#11-6-1,1
#12-4-2,3
#14-3-1,3
#14-4-1,1
#14-7-1,1
#15-4-2,92
#15-7-1,3
#15-c-1,3
#16-3-2,2
#16-7-2,1
#16-8-1,2
#17-19-2,2
#3-4-1,3
#3-4-2,3
#3-6-1,2
#3-8-1,1
#3-9-3,3
#4-3-1,9
#4-5-1,3
#5-4-1,108
#5-c-1,1
#6-6-1,8
#6-b-1,4
#8-10-2,13
#8-5-2,18
#8-6-1,6
#8-7-1,3
