Indicator,Disaggregation combinations using this value
#1-5-1,3
#1-5-2,6
#10-4-1,1
#11-3-2,1
#11-5-1,3
#11-5-2,6
#12-1-1,3
#13-1-1,3
#14-3-1,10
#14-5-1,1
#14-6-1,1
#14-b-1,1
#15-1-2,2
#15-4-1,1
#15-5-1,1
#15-6-1,3
#15-9-1,2
#16-10-1,2
#16-10-2,1
#16-6-1,1
#16-a-1,2
#17-18-1,1
#17-18-2,1
#17-18-3,5
#17-5-1,5
#2-2-1,6
#2-2-2,6
#2-5-1,4
#2-5-2,6
#5-1-1,4
#5-a-2,1
#6-3-1,1
#8-2-1,1
#8-b-1,1
#9-2-1,2
