Indicator,Disaggregation combinations using this value
#1-3-1,4
#1-5-1,1
#1-5-2,1
#1-5-3,1
#1-5-4,3
#11-5-1,1
#11-5-2,1
#11-5-3,3
#11-6-2,5
#11-b-1,1
#11-b-2,3
#13-1-1,1
#13-1-2,1
#13-1-3,3
#16-7-1,24
#17-19-2,1
#17-8-1,2
#3-9-1,3
#3-9-2,1
#4-4-1,18
#4-5-1,1
#5-5-2,4
#8-3-1,18
#8-5-1,33
#8-5-2,9
#8-9-1,1
#9-2-2,2
