Indicator,Disaggregation combinations using this value
#10-7-2,1
#11-4-1,5
#12-1-1,2
#12-3-1,2
#12-4-2,13
#12-a-1,1
#14-1-1,38
#15-4-2,12
#15-9-1,2
#16-7-1,36
#17-5-1,1
#17-6-1,2
#4-5-1,144
#6-6-1,20
#7-a-1,1
#7-b-1,1
