Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,ACTIVITY,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2002,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.08
2003,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.07
2004,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.08
2005,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.08
2006,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.09
2007,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.1
2008,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.11
2009,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.13
2010,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.16
2011,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.18
2012,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.18
2013,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.19
2014,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.2
2015,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.22
2016,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.14
2017,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.15
2018,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.15
2019,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.17
2020,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.18
2021,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.18
2022,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.19
2000,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,62.81
2001,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,63.61
2002,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,63.28
2003,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,64.53
2004,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,68.48
2005,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,73.63
2006,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,74.33
2007,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,78.15
2008,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,72.03
2009,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,67.06
2010,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,71.77
2011,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,80.7
2012,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,81.4
2013,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,84.41
2014,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,87.63
2015,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,91.39
2016,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,37.44
2017,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,37.46
2018,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,39.65
2019,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,41.11
2020,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,42.49
2021,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,45.34
2022,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,49.64
2000,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,44.7
2001,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,48.65
2002,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,49.17
2003,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,50.75
2004,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,42.88
2005,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,38.78
2006,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,36.48
2007,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,34.19
2008,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,30.79
2009,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,29.06
2010,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,27.97
2011,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,28.5
2012,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,30.18
2013,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,31.38
2014,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,33.53
2015,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,34.7
2016,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,87.26
2017,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,89.53
2018,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,94.48
2019,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,98.96
2020,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,95.21
2021,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,104.3
2022,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,404,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,108.92
