Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,76.82
2001,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,78.37
2002,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,78.9
2003,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,81.75
2004,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,80.48
2005,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,79.42
2006,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,77.98
2007,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,78.53
2008,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,78.55
2009,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,76.09
2010,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,74.58
2011,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,75.25
2012,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,76.67
2013,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,75.3
2014,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,73.1
2015,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,70.42
2016,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,69.35
2017,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,69.06
2018,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,68.75
2019,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,68.14
2020,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,69.14
2021,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,67.63
2022,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,404,PT,2025-02-26T00:00:00,2022,68.02
