Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,445.12015
2001,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,433.37642
2002,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,436.41866
2003,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,428.75281
2004,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,426.03902
2005,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,433.57038
2006,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,449.63442
2007,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,474.91814
2008,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,483.96396
2009,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,498.30713
2010,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,498.38003
2011,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,494.75072
2012,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,496.62397
2013,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,485.11647
2014,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,471.91453
2015,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,453.38932
2016,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,440.93398
2017,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,427.55692
2018,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,427.99848
2019,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,414.88359
2020,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,421.1587
2021,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,420.85372
2022,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,388.4454
2023,A,0,546.78882,267.03683,MMEIG estimates available at https://www.who.int/publications/i/item/9789240108462,SH_STA_MORT,404,F,PER_100000_LIVE_BIRTHS,2025-04-21T00:00:00,2023,378.79578
