Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,5070123
2011,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,6442871
2012,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,12169547
2013,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,8232699
2014,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,7763108
2015,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,12070176
2016,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,18029620
2017,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,12927142
2018,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,14967726
2019,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,12226374
2020,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,16842315
2021,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,14660024
2022,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,404,USD,2025-05-09T00:00:00,2022,11390160
