Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,16.92403221
2001,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,16.43674469
2002,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,15.95159054
2003,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,15.46863079
2004,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,14.98793125
2005,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,14.50986576
2006,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,14.03417206
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,13.56091404
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,13.09015465
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,12.6222353
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,12.15692711
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",SH_SAN_DEFECT,404,None,PT,2025-09-16T00:00:00,2024,11.69364643
