Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,863.3548669999999
2001,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,575.3298669999999
2002,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,382.636409
2003,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,568.685095
2004,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,717.6242949999996
2005,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,1070.430662
2006,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,796.7503090000002
2007,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,2408.8398710000006
2008,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,1378.7206359999996
2009,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,2481.676895
2010,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,1362.62
2011,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,3000.838252509677
2012,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,2749.846126921531
2013,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,4476.297580175261
2014,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,3280.034710039256
2015,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,2605.0772453685668
2016,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,2682.9172546948084
2017,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,3298.788352259571
2018,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,3518.5998158963484
2019,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,3168.4817180176024
2020,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,4527.795017802748
2021,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,3841.314973673616
2022,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,2925.2237185710505
2023,A,6,"Net disbursements, Based on OECD, DAC database, 2025, Current USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TRF_TOTL,404,USD,2025-05-19T00:00:00,2023,3079.136303665121
