Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2015,A,0,The World Bank,SG_XPD_PR,404,Q1,PT,2025-03-28T00:00:00,2015,26.07222
2015,A,0,The World Bank,SG_XPD_PR_EDUC,404,Q1,PT,2025-03-27T00:00:00,2015,18.82168
2015,A,0,The World Bank,SG_XPD_PR_HLTH,404,Q1,PT,2025-03-27T00:00:00,2015,16.31854
2015,A,0,The World Bank,SG_XPD_PR_SOC,404,Q1,PT,2025-03-27T00:00:00,2015,43.07643
