Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2000,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,24.06614
2001,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,22.96161
2002,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,26.84722
2003,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,25.84997
2004,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,27.59771
2005,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,28.94344
2006,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,26.95387
2010,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,20.35201
2011,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,20.19197
2012,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,19.48482
2013,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,18.68946
2014,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,17.81518
2015,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,17.36209
2016,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,17.49838
2017,A,0,UIS Dynamic Template (mined data) based on 2024/2025 PROGRAMME BASED BUDGET OF THE NATIONAL GOVERNMENT OF KENYA (http://www.parliament.go.ke/sites/default/files/2024-05/FY%202024-2025-Programme%20Based%20Budget-1011-2141.pdf) Data extracted on 31 October 2025.,SD_XPD_ESED,404,PT,2025-12-04T00:00:00,2025,,17.6314
