Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2005,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T24,PT,2025-12-04T00:00:00,2022,49.76751
2016,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T24,PT,2025-12-04T00:00:00,2022,54.42302
2019,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T24,PT,2025-12-04T00:00:00,2022,58.05509
2021,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T24,PT,2025-12-04T00:00:00,2022,58.37259
2022,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T24,PT,2025-12-04T00:00:00,2022,56.32153
2005,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T64,PT,2025-12-04T00:00:00,2022,21.66207
2016,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T64,PT,2025-12-04T00:00:00,2022,21.36736
2019,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T64,PT,2025-12-04T00:00:00,2022,20.66378
2021,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T64,PT,2025-12-04T00:00:00,2022,21.03037
2022,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y15T64,PT,2025-12-04T00:00:00,2022,20.91507
2005,A,0,"UIS based on KEN - HS - Continuous household survey: ILO Harmonized Microdata, https://ilostat.ilo.org/- Age coverage - minimum age: 15 years old - Age coverage - maximum age: None Data extracted on 31 October 2025.",SE_ADT_EDUCTRN,404,None,Y25T54,PT,2025-12-04T00:00:00,2022,2.00687
