Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,220.85286
2001,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,245.44964
2002,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,230.66486
2003,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,224.04871
2004,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,186.64437
2005,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,139.90159
2006,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,104.61907
2007,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,78.53995
2008,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,65.87305
2009,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,64.22789
2010,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,66.53364
2011,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,68.71365
2012,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,70.55896
2013,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,72.08089
2014,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,71.61824
2015,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,69.3656
2016,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,64.79533
2017,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,64.07433
2018,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,61.17636
2019,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,58.68428
2020,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,61.8613
2021,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,63.68773
2022,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,62.09361
2023,A,0,107.77422,29.42343,WMR,SH_STA_MALR,404,PER_1000_POP,2025-02-12T00:00:00,2023,59.52802
