Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-1.5693516563302
2001,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-2.46632258412886
2002,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-0.894975876340371
2003,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,0.888450320310784
2004,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-0.818703017571567
2005,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-1.34655849731384
2006,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-1.97646990538246
2007,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-3.2293696026957
2008,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-5.52329630288282
2009,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-3.98728888063669
2010,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-5.21669389712653
2011,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-8.14880935200664
2012,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-7.4758716615935
2013,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-7.85152228564967
2014,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-9.34004850596924
2015,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-6.30459656347733
2016,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-5.3970086381703
2017,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-6.99683322084959
2018,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-5.41106679141752
2019,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-5.23852935907811
2020,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-3.70614438428959
2021,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-5.10159025996023
2022,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-5.14588548301183
2023,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",BN_CAB_XOKA_GD_ZS,404,PT,2025-03-19T00:00:00,2023,-3.99586269636629
2000,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,14392651.1845173
2001,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,1418755.94545257
2002,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,4765613.84743135
2003,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,37684711.1430908
2004,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,66310129.8178454
2005,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,30463597.7673668
2006,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,20626252.1041756
2007,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,24727991.7475219
2008,A,0,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",BN_KLT_PTXL_CD,404,USD,2025-03-19T00:00:00,2023,26095144.9851711
