Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,21811703.0
2011,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,22415224.0
2012,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,22763712.0
2013,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,23545928.0
2014,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,12283203.0
2015,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,13642040.0
2016,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,11770703.0
2017,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,11626062.0
2018,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,11645569.0
2019,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,8321398.0
2020,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,10597676.0
2021,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,10649944.0
2022,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,7842727.2
2023,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,404,NUMBER,2025-02-13T00:00:00,2023,9778105.0
