Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,28.98475599
2001,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,26.06595654
2002,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,27.02146849
2003,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,29.35782618
2004,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,26.98408992
2005,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,29.67632531
2006,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,27.00040137
2007,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,26.50297571
2008,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,24.12875294
2009,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,23.65076496
2010,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,22.98924589
2011,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,22.79062851
2012,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,20.67491558
2013,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,20.80800068
2017,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,14.25657336
2018,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,18.63421805
2019,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,18.52003934
2020,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,17.92133301
2021,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,16.38459563
2022,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,14.68483816
2023,A,0,General Government Sector,IMF,SG_XPD_EDUC,404,PT,2025-03-26T00:00:00,2023,18.4291757
2000,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,37.46112374
2001,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,37.82852763
2002,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,37.64903168
2003,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,43.72083837
2004,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,36.4056188
2005,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,41.09888064
2006,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,40.40501561
2007,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,39.6923501
2008,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,35.98061465
2009,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,36.0805997
2010,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,33.09774633
2011,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,32.4273567
2012,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,30.77816375
2013,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,30.70866934
2017,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,20.40858265
2018,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,25.90746119
2019,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,40.98605558
2020,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,30.96807686
2021,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,25.55490652
2022,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,22.77218523
2023,A,0,General Government Sector,IMF,SG_XPD_ESSRV,404,PT,2025-03-26T00:00:00,2023,26.72050971
2000,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,5.435747315
2001,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,5.425606478
2002,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,6.532469466
2003,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,6.010752732
2004,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,5.271873199
2005,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,6.432798372
2006,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,6.456817048
2007,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,6.652077189
2008,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,5.320330413
2009,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,5.269412175
2010,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,5.411920086
2011,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,5.95116421
2012,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,5.955546188
2013,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,6.757284423
2017,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,2.479459696
2018,A,0,General Government Sector,IMF,SG_XPD_HLTH,404,PT,2025-03-26T00:00:00,2023,2.793901586
