Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_AGR,PT,2025-03-26T00:00:00,2023,63.57431
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_AGR,PT,2025-03-26T00:00:00,2023,62.10903
2023,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_AGR,PT,2025-03-26T00:00:00,2023,60.24845
2005,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,100.0
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,83.33333
2015,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,0.0
2016,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,25.0
2017,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,75.0
2018,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,75.0
2019,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,60.0
2020,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,0.0
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,50.0
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_ARMS,PT,2025-03-26T00:00:00,2022,33.33333
2005,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,44.2623
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,57.70202
2015,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,53.63436
2016,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,48.7041
2017,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,47.18805
2018,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,48.64621
2019,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,47.5478
2020,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,49.02954
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,43.21075
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,44.16776
2023,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_CLTH,PT,2025-03-26T00:00:00,2023,43.36983
2005,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,65.33901
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,73.9839
2015,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,79.39027
2016,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,77.17647
2017,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,76.0055
2018,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,76.69269
2019,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,75.12538
2020,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,70.52662
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,69.80381
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,70.61518
2023,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_IND,PT,2025-03-26T00:00:00,2023,70.19084
2005,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,100.0
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,50.0
2015,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,100.0
2016,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,100.0
2017,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,100.0
2018,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,100.0
2019,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,100.0
2020,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,50.0
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,100.0
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,50.0
2023,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_OIL,PT,2025-03-26T00:00:00,2023,100.0
2005,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,55.48686
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,66.02476
2015,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,66.8254
2016,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,62.88344
2017,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,68.34239
2018,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,68.21282
2019,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,69.874
2020,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,64.79648
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,61.35593
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,61.45833
2023,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,404,AGG_TXT,PT,2025-03-26T00:00:00,2023,60.42654
