Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,ACTIVITY,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2007,A,0,World Bank Enterprise Surveys. Available at https://www.enterprisesurveys.org/,FC_ACC_SSID,404,ISIC4_C,PT,2025-02-27T00:00:00,2018,46.44
2013,A,0,World Bank Enterprise Surveys. Available at https://www.enterprisesurveys.org/,FC_ACC_SSID,404,ISIC4_C,PT,2025-02-27T00:00:00,2018,44.07
2018,A,0,World Bank Enterprise Surveys. Available at https://www.enterprisesurveys.org/,FC_ACC_SSID,404,ISIC4_C,PT,2025-02-27T00:00:00,2018,36.83
