Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2006,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,12.33626809
2007,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,6.993453347
2008,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,9.004418122
2009,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,6.815581514
2010,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,5.13264405
2011,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,4.421192455
2012,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,4.59096007
2013,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,5.043582646
2014,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,5.455119724
2015,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,5.988764074
2016,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,8.585968321
2017,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,9.949128289
2018,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,12.02672937
2019,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,9.749355141
2020,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,11.87857586
2021,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,10.88646256
2022,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,10.75311019
2023,A,0,IMF,FI_FSI_FSANL,404,PT,2025-03-26T00:00:00,2023,12.33555136
2006,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.72354183
2007,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,4.325252376
2008,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.703175249
2009,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.5307588
2010,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,4.761230602
2011,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,4.67950752
2012,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,4.831123546
2013,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,4.834021992
2014,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,4.64929409
2015,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,4.024323183
2016,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.758219693
2017,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.185063695
2018,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.40420823
2019,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.321317598
2020,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,2.108010353
2021,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.291841982
2022,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,3.691681099
2023,A,0,IMF,FI_FSI_FSERA,404,PT,2025-03-26T00:00:00,2023,2.922423117
2006,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,10.6939644
2007,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,11.79403477
2008,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,10.20575615
2009,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,10.35978646
2010,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,11.66505605
2011,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,11.60379862
2012,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,11.35011474
2013,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,12.24081465
2014,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,12.68303924
2015,A,0,IMF,FI_FSI_FSKA,404,PT,2025-03-26T00:00:00,2023,12.36161976
