Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2002,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,23.972746
2003,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,7.651469
2004,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,10.51477
2005,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,1.099767
2006,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,29.27614
2007,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,56.930914
2008,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,15.343234
2009,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,168.704365
2010,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,48.761861
2011,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,122.746515
2012,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,147.908783
2013,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,404,CON_USD,2025-05-19T00:00:00,2023,133.782147
